adresse;lat;lon
-1;50.6042307;3.1290089
-1;43.2523166;5.4219139
-1;43.1445001;3.1451452
-1;43.1447206;3.1453336
-1;44.7955351;6.7233108
-1;47.2291148;-1.6493651
-1;47.2834947;-2.4122038
-1;44.3455152;5.7717891
-1;49.4095038;6.1577028
-1;49.4095108;6.1578664
-1;47.2736745;-2.4420004
-1;47.2736599;-2.4419349
-1;47.2566944;-1.6893979
-1;47.2643388;-1.596549
-1;47.2675112;-1.5681329
-1;48.828089;2.3662806
-1;49.190958;2.6030704
-1;49.091993;2.5502685
-1;49.1124978;2.5529131
-1;49.1367084;2.5657529
-1;49.1725606;2.5997713
-1;49.1424201;2.5729814
-1;49.1240437;2.5567527
-1;47.206637;-1.5339369
-1;47.86879;1.923039
-1;49.339933;1.094346
-1;49.3401752;1.0939323
-1;47.9217678;1.853342
-1;48.9261428;2.031953
-1;43.4926325;5.3340976
-1;43.4900838;5.3357818
-1;43.491839;5.3335633
-1;43.4919956;5.3355674
-1;48.8275359;2.3769012
-1;41.6224896;9.3363525
-1;45.5835444;5.2740034
-1;45.5835737;5.2744916
-1;41.6164393;9.3185379
-1;41.6202197;9.3314272
-1;43.18342;2.997873
-1;45.4466276;4.4207881
-1;45.4466293;4.4206812
-1;45.4473416;4.4207053
-1;47.907135;1.9060181
-1;47.9068971;1.9059094
-1;48.174557;6.445614
-1;48.5704668;2.601267
-1;43.2638503;5.4044234
-1;45.7943321;4.845067
-1;47.2282506;-1.5290538
-1;47.2281411;-1.5288601
-1;47.2280984;-1.5287071
-1;47.2280825;-1.5289603
-1;47.2278464;-1.5280613
-1;47.2277999;-1.5289843
-1;50.656804;3.1337684
-1;50.6593945;3.1354511
-1;43.2863202;5.4717292
-1;43.2862421;5.4712202
-1;43.2871802;5.4660241
-1;45.8244397;1.2835979
-1;45.8254621;1.2817378
-1;48.7200027;2.2546651
-1;48.7199789;2.2540449
-1;50.6582905;3.1438654
-1;47.3422976;4.9871076
-1;47.3421499;4.9872803
-1;47.342288;4.9873171
-1;47.3459974;4.9990147
-1;47.3460055;4.9957672
-1;47.3458607;4.9957062
-1;47.3460835;5.0013109
-1;47.346458;5.0046785
-1;47.3467687;5.005628
-1;47.3470897;5.0071157
-1;47.3527316;5.0142196
-1;47.3569566;5.0199333
-1;47.3587018;5.032112
-1;47.3584838;5.0513992
-1;50.6254744;3.0494182
-1;50.6255382;3.0493776
-1;50.6223815;3.058101
-1;47.2143625;-1.5411677
-1;47.21412;-1.5407928
-1;45.8458673;-1.1648495
-1;45.7684964;4.7486056
-1;46.8960321;6.3341285
-1;47.2068649;-1.5418563
-1;47.207253;-1.5421414
-1;48.6813007;2.330589
-1;48.9016022;2.1650806
-1;50.674154;3.1466703
-1;43.6933595;4.2022447
-1;43.6932849;4.201399
-1;43.6914962;4.2059176
-1;43.6917597;4.205663
-1;45.6087628;5.2206515
-1;43.3160025;-0.3682542
-1;48.6429678;2.0880599
-1;48.6429396;2.0883491
-1;48.6429084;2.0887669
-1;48.6428598;2.0887478
-1;48.6430043;2.08904
-1;48.6426314;2.0894335
-1;48.6433566;2.0890785
-1;48.6425364;2.090355
-1;48.6408373;2.0855963
-1;48.6407676;2.0852371
-1;48.6407463;2.0854226
-1;48.9519664;2.2796401
-1;50.6376447;3.1446835
-1;50.6404864;3.1554151
-1;50.6401904;3.1548974
-1;47.2202171;-1.5556925
-1;47.2147652;-1.5528228
-1;47.2203102;-1.5556794
-1;50.0606103;1.3655381
-1;50.0620687;1.3671622
-1;48.7486297;2.3280139
-1;49.0116344;2.0272793
-1;49.0110334;2.0290767
-1;49.0106514;2.0283079
-1;47.1963105;-1.5889828
-1;47.1963878;-1.5890323
-1;47.2096707;-1.5641183
-1;47.20003;-1.5818976
-1;45.3220259;5.5821098
-1;45.1848615;5.7673827
-1;45.1848219;5.767602
-1;45.7943628;4.8488518
-1;48.8745068;2.3731692
-1;48.8742209;2.3725316
-1;44.2761917;2.4335485
-1;47.2103325;-1.5264674
-1;47.2105426;-1.5261346
-1;47.2098125;-1.5273606
-1;50.6625459;3.2009798
-1;48.8908758;2.2494354
-1;48.3231156;2.6092462
-1;48.889785;2.2508662
-1;49.4439814;1.0943618
-1;50.6542987;3.1934702
-1;48.9640311;1.7830145
-1;48.2653623;6.4156436
-1;48.2658439;6.4130218
-1;47.8605473;-2.8837615
-1;45.7726163;4.8380257
-1;45.8983892;6.1277663
-1;45.9104843;6.14517
-1;45.9103316;6.1498474
-1;49.2035535;4.0140183
-1;48.6740866;1.4606146
-1;48.6734249;1.4600769
-1;48.6729051;1.4603545
-1;48.6747587;1.4622619
-1;48.6745288;1.4630029
-1;48.6724923;1.455137
-1;48.8294405;2.3781027
-1;50.6251591;3.061817
-1;50.6252616;3.061395
-1;44.0968935;3.0241625
-1;49.2549173;4.0604129
-1;43.2644134;5.4228328
-1;43.2447351;5.4276878
-1;43.2449338;5.427656
-1;44.3779258;2.5715776
-1;44.3760832;2.5709119
-1;48.8429667;2.3174245
-1;48.8430006;2.317196
-1;48.8428795;2.3179356
-1;48.8422561;2.3177579
-1;48.8420932;2.3178824
-1;48.8427632;2.3171647
-1;48.8425491;2.3174453
-1;48.9706589;1.8756929
-1;49.169173;1.2522322
-1;48.969407;1.8641245
-1;48.9658995;1.8104964
-1;48.9644097;1.8240389
-1;49.4893864;0.9999541
-1;49.3738299;1.0459086
-1;49.4569671;1.0488194
-1;49.6522515;1.0421991
-1;46.1350845;3.4511407
-1;46.135207;3.4213428
-1;44.0685224;3.024943
-1;43.7053504;4.6439144
-1;43.7055293;4.6437192
-1;45.6176072;5.1533195
-1;43.224061;2.922849
-1;43.181358;3.004125
-1;43.187302;3.003656
-1;50.6329796;3.1207542
-1;50.6326887;3.121117
-1;44.8664551;-0.5758145
-1;43.9501718;4.8087101
-1;43.8207135;4.3586068
-1;43.820823;4.3579244
-1;43.834951;4.3585169
-1;43.8397852;4.3588407
-1;43.8401517;4.3588173
-1;43.8386252;4.3582477
-1;43.8393972;4.3581922
-1;43.8392073;4.3551052
-1;43.8388034;4.3552963
-1;43.8383865;4.355417
-1;43.8370942;4.3554061
-1;43.8368895;4.3564289
-1;43.83479;4.3628147
-1;43.8359986;4.3626506
-1;43.8379599;4.3631341
-1;43.8393567;4.3642003
-1;43.8400022;4.364836
-1;48.8444632;2.3726737
-1;43.8401703;4.3627835
-1;43.8429629;4.363284
-1;43.8422597;4.3558822
-1;43.8411251;4.3565487
-1;45.5849128;5.2789903
-1;50.650348;3.1269521
-1;43.8383396;4.3498325
-1;43.8263386;4.3532027
-1;43.825136;4.3537351
-1;43.821434;4.3565501
-1;43.8169248;4.3604934
-1;43.8238162;4.3305042
-1;43.8223254;4.3458064
-1;43.281513;5.4271415
-1;47.348507;5.0036328
-1;47.3488859;5.0067468
-1;47.3495402;5.0038835
-1;47.3460137;5.0015272
-1;48.8316946;2.3596768
-1;43.2683478;5.4163474
-1;43.2682997;5.4170001
-1;48.9348277;2.2827919
-1;45.5850097;5.2791023
-1;43.7856446;4.1943517
-1;43.7860473;4.1930307
-1;43.7863574;4.1919299
-1;43.7862988;4.1924913
-1;43.7863806;4.1913955
-1;43.2790653;5.4121945
-1;43.2747239;5.3945922
-1;44.3773268;2.5692942
-1;48.8601882;2.7536996
-1;48.8251456;2.4638292
-1;48.8275778;2.4710139
-1;50.6422048;3.1076771
-1;50.6421929;3.1091255
-1;50.6420688;3.1103188
-1;50.6421699;3.1099838
-1;50.6419777;3.1111499
-1;50.6421623;3.1107167
-1;43.8342375;4.3705659
-1;43.8345951;4.3705031
-1;43.8344576;4.3706293
-1;43.834227;4.3708408
-1;43.8343397;4.3718957
-1;43.8342739;4.3717614
-1;43.8343396;4.3718319
-1;43.8346627;4.3724584
-1;43.834178;4.3593511
-1;43.8340028;4.3591755
-1;43.8331251;4.3574749
-1;47.2079081;-1.5311036
-1;47.2083168;-1.5308829
-1;47.2081383;-1.5313364
-1;47.2084332;-1.5315958
-1;47.2083022;-1.5315037
-1;49.4795044;1.137439
-1;49.438599;1.1216412
-1;49.4908489;1.1514071
-1;49.4608017;1.1422441
-1;49.4388338;1.1174205
-1;50.6420917;3.0995064
-1;46.199698;6.2365372
-1;46.1997574;6.2365269
-1;46.1994885;6.236806
-1;46.1999966;6.2362351
-1;46.1991691;6.2350608
-1;48.6996402;2.1872918
-1;48.853689;2.3470273
-1;45.6940253;4.9385103
-1;45.6913383;4.9501967
-1;45.6874651;4.9471131
-1;45.6939771;4.9374733
-1;45.6945162;4.9386325
-1;45.6925818;4.9572064
-1;45.6910136;4.9378919
-1;45.693745;4.9417014
-1;45.6910105;4.9374929
-1;45.6967745;4.9612041
-1;45.6917412;4.9553939
-1;45.6883762;4.9504614
-1;45.6933975;4.9569951
-1;45.6920522;4.9549338
-1;45.6934146;4.957256
-1;45.6966499;4.9585822
-1;-12.7580792;45.230337
-1;45.6967598;4.963352
-1;45.6965511;4.9630069
-1;45.7092652;4.9399185
-1;45.6924332;4.9616645
-1;45.7052703;4.9442517
-1;45.6956185;4.9536985
-1;45.7002346;4.9425195
-1;45.7058318;4.9475792
-1;45.6957334;4.9505802
-1;45.6938102;4.957975
-1;45.6930397;4.9569288
-1;45.7075699;4.936833
-1;45.7079614;4.9377383
-1;45.6949076;4.9374783
-1;45.695694;4.9492016
-1;45.6945596;4.9409726
-1;45.6961307;4.9474672
-1;45.7063512;4.9346882
-1;45.6878639;4.9527372
-1;45.6118028;5.2104995
-1;45.6121122;5.2111984
-1;45.6120231;5.2111771
-1;45.6119352;5.211156
-1;45.6113816;5.2117024
-1;45.7039854;4.9340445
-1;45.7033107;4.9317438
-1;45.70343;4.9325693
-1;45.6870088;4.9329264
-1;45.6857252;4.9473737
-1;45.6870788;4.933766
-1;45.6877277;4.954755
-1;45.7064326;4.9404066
-1;45.6972875;4.9360158
-1;45.6968229;4.9420508
-1;45.7691489;4.8356574
-1;45.6949598;4.9626029
-1;45.7061536;4.9775553
-1;43.3165363;-0.3574923
-1;43.3172869;-0.3572064
-1;47.2465709;-1.5459535
-1;48.6153557;2.1280003
-1;48.6156217;2.1279842
-1;48.615592;2.1288532
-1;49.5224226;0.9704313
-1;49.2864871;1.1257137
-1;45.6621335;5.0083821
-1;45.6622421;5.0084994
-1;45.6622056;5.0079409
-1;45.6623307;5.007936
-1;45.7827309;4.7850896
-1;45.784227;4.7866175
-1;45.7836623;4.7877002
-1;45.7836877;4.7878747
-1;45.7830441;4.7887282
-1;45.7787714;4.7919219
-1;45.6157047;5.2256338
-1;49.6186708;5.1883635
-1;44.8313762;-0.598374
-1;44.8373099;-0.6031971
-1;47.2140814;-1.5322454
-1;49.6217526;5.185928
-1;46.7473838;5.9100742
-1;45.7010131;4.9799739
-1;45.7070003;4.9769541
-1;45.7054834;4.9462604
-1;45.6868622;4.9837662
-1;45.6921661;4.941115
-1;45.6990428;4.9519551
-1;45.760967;4.9794221
-1;49.6342723;5.1754742
-1;49.421798;2.821837
-1;49.4212642;2.8220579
-1;49.4218166;2.8242414
-1;49.4179928;2.8259545
-1;49.4174672;2.825175
-1;46.2709995;6.1046712
-1;49.4160958;2.8272384
-1;49.4166424;2.8227104
-1;49.418655;2.8236383
-1;49.4194415;2.8237013
-1;46.1992277;6.2369943
-1;46.1993902;6.2374496
-1;47.196944;6.0233606
-1;47.1963604;6.0223993
-1;47.1965386;6.021731
-1;47.8509992;3.5485223
-1;47.8524913;3.5487744
-1;43.7359581;5.9689866
-1;43.3528557;5.4910755
-1;43.3576251;5.4930262
-1;43.3576116;5.4906352
-1;44.1203641;4.8384608
-1;48.7086875;2.1687405
-1;48.7086514;2.1692764
-1;48.7092531;2.1693635
-1;43.8003894;4.4175622
-1;49.4165883;2.8242335
-1;49.4183899;2.8218057
-1;45.4661595;4.3836498
-1;45.4659404;4.3837027
-1;45.4657237;4.3835608
-1;48.6968193;2.187187
-1;43.7702888;5.8999515
-1;43.7585095;5.8857559
-1;44.7555162;4.7504359
-1;43.3578952;5.3209663
-1;43.3072837;5.4230502
-1;47.2038012;-1.5513728
-1;43.9491059;4.810527
-1;43.2935614;5.4016182
-1;49.119128;6.2306017
-1;48.8506028;2.6529053
-1;48.8506371;2.6534885
-1;48.8475511;2.6519751
-1;48.8177505;2.3422475
-1;43.0748532;1.6431637
-1;45.6968695;4.9445429
-1;45.6944621;4.9412719
-1;45.6971942;4.9388222
-1;45.6961398;4.9410567
-1;46.180736;6.231973
-1;43.1646053;2.9900965
-1;43.187159;3.00828
-1;48.0716766;-0.7605393
-1;45.6275536;5.1509077
-1;45.6274697;5.1509324
-1;45.6273872;5.1511687
-1;46.3704538;6.4850282
-1;48.6840923;2.3825491
-1;48.7078976;2.3834473
-1;49.6083191;5.0733429
-1;49.6084335;5.0737237
-1;46.3683161;6.4828556
-1;43.577043;7.0152707
-1;43.5778997;7.0163926
-1;43.5774228;7.0192417
-1;43.5769371;7.0209061
-1;43.5761685;7.0197862
-1;43.5759184;7.017499
-1;43.5748268;7.0163208
-1;43.5731387;7.0160596
-1;43.5725697;7.0162082
-1;43.5722355;7.0157187
-1;43.571721;7.0159145
-1;43.5717662;7.0166688
-1;43.5716773;7.0162705
-1;43.5705331;7.0193249
-1;43.5726669;7.0229137
-1;43.5728832;7.0225851
-1;43.5754496;7.0219937
-1;43.5742613;7.0242374
-1;43.5715942;7.0246397
-1;43.5706118;7.0248543
-1;48.8268229;2.3759011
-1;45.7893334;4.7932839
-1;45.7883988;4.793061
-1;45.7866459;4.7927608
-1;45.7867044;4.790412
-1;45.7863172;4.7905692
-1;46.6107232;2.0383187
-1;46.6102251;2.0383846
-1;46.6103531;2.0386798
-1;46.6099889;2.0385523
-1;46.6098137;2.0389348
-1;46.6106671;2.0386984
-1;46.6106798;2.0369747
-1;46.3578832;6.4730903
-1;43.5653909;7.0214371
-1;43.5651285;7.0206405
-1;43.5655026;7.0197768
-1;43.5695032;7.0186087
-1;43.5689279;7.0174527
-1;43.5691665;7.0163208
-1;43.5691332;7.0164841
-1;43.5695799;7.0162377
-1;43.5706031;7.0164596
-1;43.572219;7.0150468
-1;43.5741875;7.0162269
-1;43.5744304;7.016113
-1;43.5753534;7.0173508
-1;43.5684771;7.0250098
-1;45.7961895;4.7913692
-1;45.7954862;4.7921479
-1;45.7948761;4.7928396
-1;46.8995915;6.3383292
-1;46.1924118;6.2363309
-1;45.7999747;4.7871415
-1;49.4345908;1.0806558
-1;44.8472375;-0.5736757
-1;46.5615113;4.9109403
-1;46.373034;6.4825351
-1;46.6675855;-1.4395478
-1;50.6671739;3.1278991
-1;50.6631725;3.1386671
-1;46.9560217;-0.8910097
-1;48.6239294;2.1254634
-1;43.5721481;7.001302
-1;43.5724774;7.001302
-1;48.626892;2.1270666
-1;48.6256336;2.1257808
-1;48.6255161;2.1258403
-1;46.3736929;6.4794774
-1;43.5719137;7.0064181
-1;44.8582933;-0.5157143
-1;44.3655931;2.5965886
-1;44.3647263;2.5989322
-1;45.8133323;4.7766837
-1;46.3725353;6.4805281
-1;45.7543017;4.8857899
-1;43.5737507;7.0227742
-1;43.5676851;7.0174701
-1;43.5677838;7.0190755
-1;46.8410703;-1.8956877
-1;46.8411337;-1.8949923
-1;46.8431923;-1.8724315
-1;43.6786458;7.2303187
-1;46.3714772;6.4781998
-1;43.7817885;4.7291136
-1;46.3700091;6.4807065
-1;48.0695732;-0.766778
-1;48.8922692;2.2536093
-1;49.4429683;1.1050357
-1;45.9854291;4.721861
-1;48.5943695;7.7785751
-1;48.5936218;7.7787669
-1;48.5935173;7.7788337
-1;48.5940174;7.7787119
-1;48.5988894;7.7649857
-1;48.5989142;7.764173
-1;48.5491187;7.7412958
-1;48.5693463;7.7353272
-1;48.5657738;7.7387591
-1;48.560444;7.7532237
-1;48.5552578;7.733565
-1;43.5705487;7.0222136
-1;47.2387249;6.0316628
-1;47.2392869;6.0301974
-1;43.6857427;4.2081228
-1;47.9761112;-4.0789595
-1;47.9761137;-4.0801727
-1;49.0191572;1.1511198
-1;49.0229976;1.1404856
-1;49.0236625;1.1434789
-1;49.0242361;1.1490018
-1;47.9545484;1.9276894
-1;43.5710802;7.0264207
-1;43.5742273;7.0252365
-1;47.9578869;1.8931429
-1;45.804064;4.7824643
-1;48.7996691;2.0701802
-1;48.7982273;2.0638217
-1;48.796985;2.0570183
-1;47.2244607;6.1179491
-1;48.8079557;2.0578344
-1;48.6047349;7.7513665
-1;48.6046036;7.7517369
-1;48.0571968;7.2990616
-1;46.3579591;6.4509004
-1;48.5892478;7.7085614
-1;48.8820496;2.4229904
-1;43.5679759;6.1819076
-1;48.0035781;0.1961572
-1;43.5689163;7.0162377
-1;43.566816;7.0165412
-1;43.5670568;7.0163517
-1;43.5665346;7.0163973
-1;43.5663918;7.016404
-1;43.5662042;7.0164201
-1;43.5665074;7.0176499
-1;43.5650226;7.0195368
-1;45.982669;4.7091933
-1;45.9822562;4.7060014
-1;46.3578736;6.4517259
-1;42.689699;2.8868595
-1;48.594597;7.7192197
-1;46.1994099;6.2368935
-1;48.6230647;7.7305797
-1;48.6288994;7.7264154
-1;50.6700628;3.1281107
-1;46.3424533;6.4155784
-1;46.3494525;6.4400602
-1;48.9145714;2.0402923
-1;49.4069548;1.1525049
-1;46.3397952;6.3914989
-1;49.2909345;-1.544755
-1;45.1851868;0.7164714
-1;45.1846363;0.7166443
-1;45.1839082;0.7156719
-1;42.6911542;2.9166538
-1;42.6894613;2.915752
-1;47.7545689;7.3301448
-1;47.7743385;7.3462576
-1;48.0746412;-0.7676299
-1;47.0758455;-1.4076917
-1;47.0759291;-1.4074758
-1;47.7473464;7.3370174
-1;48.7800771;2.3131886
-1;45.7310897;4.8877004
-1;47.0192782;4.8562883
-1;43.2882043;5.3952608
-1;48.9436573;2.1307732
-1;48.9431428;2.1279515
-1;48.9511975;2.1410639
-1;48.9461161;2.1446672
-1;48.946445;2.1449732
-1;48.9457873;2.1454956
-1;48.9439391;2.1477654
-1;48.944298;2.151102
-1;48.943588;2.1502088
-1;43.4241438;5.9901452
-1;43.4241989;5.9903792
-1;45.7312395;4.8859152
-1;45.7333563;4.8793277
-1;50.6784368;3.1327587
-1;50.6758817;3.1313856
-1;44.5207168;6.3851704
-1;44.519485;6.3826705
-1;48.6873394;1.7667092
-1;43.6883442;7.1045782
-1;43.6913703;7.1057536
-1;43.6869437;7.0997597
-1;48.821077;2.0574962
-1;50.6186883;3.148266
-1;50.6196337;3.1455445
-1;48.8866283;2.2828727
-1;43.5719403;7.0042891
-1;48.7990894;2.0732591
-1;48.7990137;2.0734294
-1;47.0184067;4.8565012
-1;47.018442;4.8560966
-1;43.5758593;2.2400824
-1;48.8829251;2.2759537
-1;48.8828303;2.2757016
-1;48.8825095;2.2766856
-1;48.8825687;2.2773298
-1;48.8850514;2.270699
-1;48.8827725;2.2755511
-1;48.8808921;2.2760375
-1;48.8819567;2.2768127
-1;48.8843517;2.2738559
-1;48.8891107;2.2663844
-1;48.8873743;2.2665496
-1;45.7304438;4.8750159
-1;45.7298313;4.8756485
-1;44.8370753;-0.5869838
-1;48.6970724;2.1636227
-1;48.6975376;2.1633084
-1;48.6973152;2.1630187
-1;48.7037806;2.1652416
-1;48.291461;6.9426661
-1;48.2930613;6.9287807
-1;48.2892151;6.9262974
-1;48.2917834;6.9324911
-1;48.2756035;6.9604714
-1;50.6831496;3.1421124
-1;48.6166071;2.1265485
-1;48.6172974;2.1263735
-1;48.9152235;2.3518078
-1;47.2038164;-1.5664584
-1;43.5676647;7.0166226
-1;43.5682876;7.0165361
-1;43.5642077;7.0166601
-1;43.5580753;7.0167208
-1;43.5651538;7.0164804
-1;43.5654259;7.0164724
-1;43.5657115;7.0164254
-1;43.5656848;7.0165917
-1;47.2324163;5.9887232
-1;45.8783888;-0.6804321
-1;43.2900864;5.4410635
-1;43.2694646;5.4210547
-1;43.2703483;5.4232117
-1;43.2748802;5.4395858
-1;43.2683115;5.4150568
-1;44.8307506;-0.5682151
-1;48.7031898;2.1651318
-1;48.7040194;2.1653291
-1;48.7041452;2.165151
-1;48.7073715;2.1788706
-1;43.7701762;7.2067886
-1;44.232744;5.9056814
-1;44.2358157;5.9127961
-1;44.2370959;5.9120717
-1;50.6904306;3.1458932
-1;48.7032543;2.1648896
-1;48.7037842;2.1648757
-1;48.7060118;2.1800348
-1;49.5227923;1.1873645
-1;43.2443829;5.4378108
-1;46.1231706;3.4208532
-1;48.550817;7.7110063
-1;45.7582951;6.5367758
-1;43.6321435;7.1363908
-1;48.7091523;2.1202814
-1;45.7602885;4.9005187
-1;43.5722763;7.0063806
-1;47.9115219;1.9286713
-1;47.9100542;1.9674743
-1;47.9085472;1.9068033
-1;48.5650129;2.6099459
-1;48.7945223;2.0701022
-1;48.7946584;2.0701612
-1;48.7947591;2.0695712
-1;48.7947025;2.069551
-1;48.8341278;2.0029147
-1;48.6728835;1.7491506
-1;48.687266;1.7698711
-1;48.6987016;1.8368639
-1;45.9913709;4.7150103
-1;48.683586;1.8438496
-1;49.4918387;0.1051709
-1;50.6405881;3.0466407
-1;45.7551421;5.1730205
-1;48.7087138;2.38233
-1;48.0089974;0.2006997
-1;45.7487094;4.8728611
-1;45.750764;4.8649366
-1;45.7786155;4.9190753
-1;49.1877281;-0.3665768
-1;48.7024418;2.2503814
-1;43.5620723;7.0176472
-1;43.5664219;7.0250246
-1;43.5667445;7.0239484
-1;43.6212573;1.4577867
-1;48.6766117;1.7649651
-1;48.6763713;1.7549837
-1;45.6124122;5.2327732
-1;45.6124356;5.2328993
-1;45.6126195;5.233773
-1;45.6131683;5.2338501
-1;45.6129825;5.2339346
-1;45.6128249;5.2339232
-1;47.2503981;5.9856751
-1;43.3025181;-0.4182862
-1;46.1322633;3.4594522
-1;43.5727679;7.0019026
-1;43.5727543;7.0025758
-1;48.802743;2.0600149
-1;48.8095234;2.055443
-1;48.8033122;2.0727246
-1;46.5618669;4.9128905
-1;45.828007;4.9702392
-1;48.8102395;2.5031575
-1;48.8096694;2.5087918
-1;48.8094118;2.5111206
-1;48.807126;2.5110734
-1;48.8071086;2.5092042
-1;48.8004052;2.514144
-1;48.8002921;2.5134177
-1;48.8318411;2.2653447
-1;48.7935743;2.5089645
-1;48.7928571;2.5161374
-1;48.796357;2.5068858
-1;46.2823201;6.0877464
-1;48.8048245;2.4959133
-1;48.8051404;2.4976051
-1;48.8076784;2.4948925
-1;48.8119018;2.4871524
-1;48.8111398;2.4906275
-1;48.8102464;2.4948909
-1;48.8100858;2.499648
-1;48.7889858;2.4951632
-1;48.7093679;2.3994856
-1;48.7068425;2.3943227
-1;48.7069747;2.395076
-1;48.8531823;2.3691269
-1;45.1688013;5.7511651
-1;48.8441624;2.3787746
-1;44.4220013;2.668696
-1;44.4215975;2.6678284
-1;48.8293316;2.3745913
-1;47.084797;-1.2616471
-1;47.0854029;-1.2612545
-1;47.0852125;-1.2613363
-1;48.806391;2.5199813
-1;48.8043139;2.5217683
-1;48.800751;2.518836
-1;48.793218;2.2188896
-1;48.7968323;2.2169597
-1;48.8690236;2.3625614
-1;47.0859261;-1.2715512
-1;48.8352085;2.4434341
-1;48.8402216;2.4367436
-1;48.8454008;2.3871955
-1;48.8450822;2.3883972
-1;48.8430524;2.3883147
-1;48.843501;2.3858732
-1;48.8417691;2.3892716
-1;48.8514364;2.3668541
-1;48.8511;2.3665968
-1;48.8509722;2.3671183
-1;48.8508521;2.3674142
-1;48.851783;2.3609744
-1;48.6957951;2.3803519
-1;48.6900824;2.3873971
-1;48.6908993;2.3851952
-1;48.6855646;2.3853261
-1;41.936944;8.7357767
-1;41.9369996;8.7363952
-1;44.0762743;5.0006464
-1;44.0770232;5.002085
-1;47.2385109;-1.5784187
-1;47.2386489;-1.5792786
-1;45.7696592;4.8373731
-1;45.6340296;4.8291544
-1;48.9287695;2.0439007
-1;49.2146968;3.9949397
-1;45.6950198;5.8889959
-1;48.6709046;2.1318358
-1;49.5153538;0.5326749
-1;47.0169588;4.8423653
-1;45.6367051;4.8308547
-1;44.3633932;2.5882243
-1;44.3625835;2.5881502
-1;43.5497719;6.9723165
-1;43.5497408;6.9734538
-1;43.549455;6.9809264
-1;43.5495435;6.974941
-1;43.5527617;7.0113762
-1;43.5520138;7.0113098
-1;43.1629834;2.9848069
-1;43.1807309;3.0046832
-1;47.2652012;-1.4960445
-1;44.0558316;5.03217
-1;44.0552768;5.0397847
-1;44.0744339;5.0011706
-1;44.1794206;4.762295
-1;47.2230946;-1.6273516
-1;47.2231602;-1.6272061
-1;47.2229801;-1.6275932
-1;48.6895214;2.391253
-1;48.6904768;2.3918798
-1;48.6883018;2.3909077
-1;44.2421866;5.0815934
-1;44.5572028;6.0490628
-1;43.5927362;5.1790509
-1;43.8934349;4.9150821
-1;46.7309274;-1.9121863
-1;47.2231434;-1.5522777
-1;47.7789969;1.0771115
-1;47.7784772;1.0771329
-1;47.3420102;1.7490029
-1;44.4045934;5.7312353
-1;46.7195289;-1.9021595
-1;44.5609404;6.4925281
-1;43.5716666;7.0138344
-1;43.5800712;7.011171
-1;43.5731517;7.0084687
-1;43.5755409;7.0245572
-1;46.7884021;1.7034726
-1;45.6651107;0.2015064
-1;45.8233431;1.2771785
-1;44.6067662;6.3377105
-1;43.3151563;5.3978015
-1;43.3153466;5.3979832
-1;45.7667428;4.8328112
-1;45.7663353;4.8323362
-1;43.7805578;4.1948065
-1;48.7103672;2.3659661
-1;48.7094659;2.3668711
-1;48.7128572;2.3630182
-1;48.7130238;2.3630595
-1;48.7171847;2.3627307
-1;48.7177577;2.3673939
-1;48.7131091;2.3709421
-1;44.0590041;5.0701102
-1;44.0764934;5.0003184
-1;47.3268706;5.0657462
-1;43.5995622;1.4039013
-1;43.5924184;1.4015895
-1;48.7799347;2.324509
-1;48.7792639;2.3157027
-1;48.7793648;2.3153516
-1;48.7797482;2.3141612
-1;48.7797632;2.313796
-1;48.7797625;2.3134926
-1;48.7801772;2.3127918
-1;48.7798719;2.3129864
-1;48.7798455;2.3126353
-1;48.779872;2.3124094
-1;48.7801335;2.311772
-1;48.779585;2.3123267
-1;45.7891304;4.8123876
-1;45.7852751;4.8075888
-1;45.7912108;4.815172
-1;43.3233759;-0.2992163
-1;43.3038688;-0.3233705
-1;45.7858448;4.8317976
-1;45.7805702;4.8092354
-1;49.188961;-0.3632635
-1;49.1888055;-0.3640341
-1;48.5636127;2.615105
-1;47.909514;1.91109
-1;44.1312517;4.8002949
-1;48.0230207;-1.7356615
-1;48.0248939;-1.7447317
-1;48.0247375;-1.7470247
-1;48.0284122;-1.7517842
-1;48.0284714;-1.7520028
-1;48.0311458;-1.7564969
-1;48.0247268;-1.7621912
-1;48.0241339;-1.7616548
-1;48.0190093;-1.7459484
-1;46.2691583;6.3160463
-1;46.2687502;6.3155639
-1;48.7899097;2.3302797
-1;48.7899119;2.3301949
-1;48.7901944;2.3302225
-1;48.7905026;2.3306879
-1;48.7906692;2.3311201
-1;47.2228091;-1.5637431
-1;44.1368072;4.8049794
-1;48.7050978;2.1913857
-1;48.6982148;2.1872013
-1;48.6979561;2.1867841
-1;45.3955118;6.1098656
-1;45.9311474;6.1183856
-1;44.9190107;-0.4807344
-1;46.557617;5.0003344
-1;46.5575625;5.0001622
-1;46.5589795;4.9999933
-1;46.5580353;4.9957245
-1;45.9391706;6.1059229
-1;45.9350121;6.1106502
-1;45.9384746;6.1081171
-1;45.9399379;6.0719197
-1;45.9399046;6.0721494
-1;45.9396648;6.0720812
-1;45.9397101;6.07185
-1;45.9340618;6.083779
-1;45.9344509;6.0848732
-1;45.9378483;6.0985326
-1;45.9349552;6.1124516
-1;45.9168371;6.0940399
-1;49.4350707;2.8361107
-1;48.9190136;2.0128314
-1;48.7820104;2.3171467
-1;43.315731;5.398922
